,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_AAPL_close_L1,State_AAPL_high_L1,State_AAPL_low_L1,State_AAPL_open_L1,State_ADBE_close_L1,State_ADBE_high_L1,State_ADBE_low_L1,State_ADBE_open_L1,State_BABA_close_L1,State_BABA_high_L1,State_BABA_low_L1,State_BABA_open_L1,State_SNE_close_L1,State_SNE_high_L1,State_SNE_low_L1,State_SNE_open_L1,State_V_close_L1,State_V_high_L1,State_V_low_L1,State_V_open_L1
199,1.0,1.0,1.0,1.0,0.99723709,0.99723709,0.98514937,0.98713521,0.85925206,0.86284604,0.8407965,0.8407965,0.80845006,0.81573853,0.7979729,0.79899784,1.02533,1.02925437,1.01498395,1.01534071,0.97949244,0.98500385,0.969495,0.97269931
222,1.0,1.0,1.0,1.0,1.02642031,1.03047833,1.01122431,1.01303747,0.89363769,0.89577465,0.87508499,0.88528412,0.92085184,0.9236989,0.90274456,0.92073796,0.96182661,0.9646807,0.95148056,0.95825901,1.02268649,1.02794155,1.0152525,1.01550884
74,1.0,1.0,1.0,1.0,1.14531169,1.14945605,1.13236056,1.1423761,0.74356484,0.75075279,0.74171928,0.74638174,0.96686027,0.98246213,0.96401321,0.97403485,1.11273635,1.11987157,1.11059579,1.117731,0.86003589,0.8793899,0.85785696,0.87657011
307,1.0,1.0,1.0,1.0,0.92971853,0.93066828,0.90554308,0.90562942,0.9054881,0.90762506,0.89130646,0.89159786,0.88919257,0.89101469,0.86060813,0.86094978,0.93328577,0.93328577,0.90973956,0.91437745,0.96616252,0.96885414,0.94744937,0.94873109
210,1.0,1.0,1.0,1.0,1.04524262,1.05171818,1.04144362,1.04567432,0.88091306,0.88188441,0.86420593,0.87489072,0.95216946,0.98337319,0.9198269,0.97403485,1.00071352,1.00214056,0.99108098,0.99429183,1.00935658,1.0198667,1.00384517,1.0198667
244,1.0,1.0,1.0,1.0,0.92229321,0.92980487,0.9167674,0.92894146,0.91500729,0.91597863,0.90558524,0.91102477,0.93542877,0.94237558,0.92836807,0.94021182,0.88012843,0.88440956,0.87513379,0.88155548,1.00653679,1.00807485,0.99743655,1.00025634
119,1.0,1.0,1.0,1.0,1.08288724,1.0889311,1.07805215,1.08418235,0.78688684,0.79980573,0.78630403,0.79834871,0.93690924,0.95308051,0.93337889,0.94043959,1.01284338,1.03674634,1.01034606,1.0235462,0.86067675,0.86490643,0.85567803,0.86311202
281,1.0,1.0,1.0,1.0,0.83647039,0.83664307,0.82818166,0.83154896,0.81398737,0.81748422,0.79698883,0.79737737,0.78396538,0.79182325,0.77417151,0.77781574,0.79593293,0.80057082,0.79236532,0.79307884,0.93642656,0.9380928,0.92412202,0.92668547
298,1.0,1.0,1.0,1.0,0.90295286,0.90813331,0.89664997,0.89759972,0.84341914,0.84691598,0.83749393,0.83924235,0.82257146,0.82951828,0.81710511,0.82701287,0.87477702,0.87549055,0.86835533,0.87192294,0.92168675,0.92168675,0.90566521,0.91233017
249,1.0,1.0,1.0,1.0,0.88680711,0.91391815,0.88421689,0.91305474,0.89694026,0.90189412,0.88790675,0.89373482,0.8954561,0.89602551,0.87985423,0.88737046,0.90866928,0.9175883,0.88869069,0.88869069,0.97756985,0.98064599,0.96821328,0.97731351
352,1.0,1.0,1.0,1.0,0.85011224,0.85943706,0.84898981,0.85494733,0.97173385,0.97523069,0.96095192,0.96396309,0.87336294,0.91265232,0.87176859,0.90137798,0.99393507,0.99678915,0.98608634,0.99393507,1.01538067,1.01653422,1.00704947,1.00858754
397,1.0,1.0,1.0,1.0,0.91409083,0.91521326,0.90899672,0.91158695,0.94307916,0.94492472,0.93433706,0.93734823,0.96515203,0.96777132,0.95308051,0.95376381,1.1630396,1.16589369,1.15198002,1.15697467,1.01871315,1.02089208,1.00935658,1.01038195
335,1.0,1.0,1.0,1.0,0.80055258,0.80685547,0.79304093,0.80616474,0.91597863,0.91694998,0.89917436,0.90461389,0.90194739,0.90786926,0.89112857,0.8922674,0.85158758,0.85408491,0.84266857,0.84445237,0.99615483,0.99718021,0.98410664,0.98987439
250,1.0,1.0,1.0,1.0,0.8694526,0.88387152,0.86228631,0.86824383,0.8841185,0.88878096,0.87654201,0.88489558,0.88065141,0.89374786,0.87655165,0.87825988,0.84302533,0.86514449,0.83018195,0.86478773,0.96475263,0.97218662,0.95936939,0.96129198
228,1.0,1.0,1.0,1.0,0.99464687,1.00837506,0.98618546,1.00630288,0.87333657,0.90101991,0.87149102,0.89334628,0.94055347,0.96913791,0.93497324,0.9685685,0.90082055,0.91830182,0.89832323,0.91437745,1.00346065,1.02243015,1.00076903,1.01717508
380,1.0,1.0,1.0,1.0,0.84113279,0.84355034,0.83854257,0.83897427,0.94745022,0.94987858,0.93929092,0.94463332,0.93087348,0.94385605,0.92825419,0.93144289,1.09133072,1.10024973,1.08562255,1.09525508,0.9930787,0.99423225,0.98115868,0.98282492
440,1.0,1.0,1.0,1.0,0.97608358,0.98135037,0.97297531,0.97910551,1.0568237,1.06197183,1.05216124,1.05458961,1.2180845,1.22366473,1.20327981,1.20567134,1.17516946,1.18194791,1.17445594,1.17802355,1.06831582,1.06959754,1.06254806,1.0633171
36,1.0,1.0,1.0,1.0,1.11690554,1.118287,1.10594025,1.11345191,0.76726566,0.77697912,0.76707139,0.77348227,0.92905136,0.9480697,0.91139961,0.94465323,0.99286479,0.99857296,0.98929718,0.99750268,0.88220969,0.89284799,0.87644194,0.89284799
196,1.0,1.0,1.0,1.0,0.96468658,0.96485926,0.95069936,0.95665688,0.85866926,0.85954347,0.84536183,0.85624089,0.82735452,0.83134039,0.81448582,0.81767452,0.97859436,0.97930788,0.96931859,0.97574028,0.98679826,0.99115611,0.973212,0.973212
139,1.0,1.0,1.0,1.0,1.06190641,1.06630979,1.05568986,1.06328786,0.77950461,0.78232152,0.77280233,0.77775619,0.9140189,0.92665983,0.91117185,0.92221843,1.05387085,1.05636818,1.04602212,1.04637888,0.97423738,0.97962061,0.95706229,0.96065112
362,1.0,1.0,1.0,1.0,0.83871525,0.84968054,0.8377655,0.84458643,0.94239922,0.95026712,0.94123361,0.94230209,0.89272292,0.89705045,0.88270129,0.89181187,0.99892972,1.00820549,0.99714592,0.99928648,1.00192258,1.01051013,1.00038452,1.00704947
238,1.0,1.0,1.0,1.0,0.94094284,0.96917631,0.94094284,0.96719047,0.91500729,0.93657115,0.91491015,0.92957746,0.95160005,0.97164332,0.94351441,0.96799909,0.89653942,0.9093828,0.89618266,0.90331787,1.00858754,1.02896693,1.00781851,1.02512176
284,1.0,1.0,1.0,1.0,0.83543429,0.83543429,0.82239682,0.82930409,0.84196212,0.84235066,0.81738708,0.82331229,0.75913905,0.75982234,0.7363626,0.74786471,0.76132715,0.76168391,0.74955405,0.75347842,0.93911817,0.94001538,0.92207126,0.92232761
314,1.0,1.0,1.0,1.0,0.93714384,0.95337593,0.93351753,0.94931791,0.91092763,0.92170957,0.9051967,0.92005828,0.88384011,0.89511445,0.87894317,0.88372623,0.90260435,0.92008562,0.89796646,0.91723154,0.99436042,0.99948731,0.9893617,0.99602666
59,1.0,1.0,1.0,1.0,1.09955103,1.10093248,1.07347608,1.07468486,0.74045653,0.74453618,0.72608062,0.72977173,0.93178453,0.94055347,0.92939301,0.93440383,1.0470924,1.0552979,1.03853015,1.04281127,0.83568316,0.84132274,0.82555755,0.82965906
111,1.0,1.0,1.0,1.0,1.10412709,1.10783975,1.0984286,1.09851494,0.77115104,0.77649344,0.75590092,0.75590092,0.98792848,0.99749459,0.98303155,0.99043389,1.07706029,1.0788441,1.0688548,1.0688548,0.89079723,0.89515509,0.88285055,0.8831069
463,1.0,1.0,1.0,1.0,0.95328959,0.954153,0.9450872,0.95044034,1.05546382,1.05847499,1.04293346,1.04575036,1.13142011,1.14588316,1.12925635,1.13961963,1.08455227,1.08883339,1.07920086,1.0824117,1.05754935,1.05780569,1.04396309,1.04639836
426,1.0,1.0,1.0,1.0,0.99784148,0.99922293,0.97988258,0.98307719,0.9676542,0.97173385,0.956678,0.96007771,1.18950006,1.1898417,1.16763467,1.16865961,1.15840171,1.16196932,1.13806636,1.14092044,1.05114073,1.0526788,1.04063061,1.04357857
6,1.0,1.0,1.0,1.0,0.91512692,0.92885512,0.90830599,0.92410637,0.69674599,0.69791161,0.68023312,0.68023312,1.10340508,1.11376836,1.08780321,1.0942945,0.73742419,0.73813771,0.72565109,0.72779165,0.81697001,0.81735452,0.80594719,0.80722892
358,1.0,1.0,1.0,1.0,0.86038681,0.8633224,0.85011224,0.85045761,0.95259835,0.95871782,0.95046139,0.95541525,0.8832707,0.88907869,0.87438788,0.8813347,1.02640029,1.03068141,1.0217624,1.02211916,1.04152781,1.04511664,1.03793899,1.0411433
382,1.0,1.0,1.0,1.0,0.85296149,0.85468831,0.84026938,0.84087377,0.94900437,0.95327829,0.94667314,0.95191841,0.93087348,0.93656759,0.92085184,0.92449607,1.07170888,1.0824117,1.06956832,1.0788441,1.00153807,1.00666496,0.99577032,1.00051269
395,1.0,1.0,1.0,1.0,0.90208945,0.91581765,0.89794509,0.91564497,0.93297717,0.94832443,0.9268577,0.94589607,0.95433322,0.96048286,0.9441977,0.96048286,1.15947199,1.16018552,1.15162326,1.15340706,1.00333248,1.00576775,0.99653935,1.00064086
158,1.0,1.0,1.0,1.0,0.89570022,0.95933345,0.89362804,0.95933345,0.7243322,0.76085478,0.72336085,0.74813016,0.78089056,0.80093383,0.76859128,0.78396538,0.8487335,0.8858366,0.84837674,0.88547984,0.85836965,0.92027685,0.85362728,0.91886696
150,1.0,1.0,1.0,1.0,0.99421516,1.00500777,0.98894837,1.0018995,0.81894123,0.82399223,0.80621661,0.81418164,0.85536955,0.87381847,0.83885662,0.84272862,0.96218337,0.96682126,0.95968605,0.9628969,0.94757754,0.95385799,0.94052807,0.94116893
177,1.0,1.0,1.0,1.0,0.97910551,0.9858401,0.97150751,0.97893283,0.82234094,0.82399223,0.79426906,0.79630889,0.7049311,0.72053297,0.70128687,0.71677485,0.89261506,0.89725294,0.88333928,0.8940421,0.90041015,0.90220456,0.88836196,0.89720584
391,1.0,1.0,1.0,1.0,0.8888793,0.90096702,0.88715248,0.90027629,0.95123847,0.95590092,0.9459932,0.94793589,0.94636146,0.9525111,0.94522264,0.95205557,1.0841955,1.0941848,1.07848733,1.08919015,1.00653679,1.00986926,0.99371956,1.00563958
184,1.0,1.0,1.0,1.0,0.94612329,0.94646866,0.92652392,0.94171991,0.8135017,0.81369597,0.79232637,0.80058281,0.67042478,0.68135748,0.66313632,0.67759936,0.88191224,0.88690689,0.87513379,0.88476632,0.89707767,0.90707511,0.88413227,0.8983594
473,1.0,1.0,1.0,1.0,0.96468658,0.96693145,0.94983595,0.9507857,1.02622632,1.03098592,1.02127246,1.02535211,1.06377406,1.07800934,1.05910489,1.07106252,1.06171959,1.06243311,1.05672494,1.05779522,1.04703922,1.04819277,1.03691361,1.0411433
10,1.0,1.0,1.0,1.0,0.97547919,0.98212744,0.96295977,0.96960801,0.71937834,0.72268091,0.70966489,0.713356,1.17423984,1.19804123,1.1732149,1.18460312,0.80627899,0.81626828,0.7998573,0.80306814,0.82760831,0.83517047,0.82735196,0.82837734
378,1.0,1.0,1.0,1.0,0.83474357,0.83655673,0.82930409,0.83310309,0.94016513,0.94084507,0.92608062,0.93181156,0.89955586,0.90365562,0.88600387,0.89329234,1.09133072,1.09311452,1.07670353,1.07741705,0.97949244,0.98115868,0.95860036,0.96513714
103,1.0,1.0,1.0,1.0,1.10343637,1.11561043,1.0950613,1.11293386,0.7592035,0.76911122,0.756678,0.76639145,1.00546635,1.04316137,1.00489694,1.03234256,1.04423832,1.05672494,1.04067071,1.05137353,0.86746988,0.87528839,0.86670085,0.87400666
81,1.0,1.0,1.0,1.0,1.07934726,1.09437058,1.06510102,1.0927301,0.72345799,0.73307431,0.71840699,0.72928606,0.91105797,0.92073796,0.90547774,0.90707209,1.0688548,1.0824117,1.06207635,1.07991438,0.84170725,0.85426814,0.83606767,0.84785952
38,1.0,1.0,1.0,1.0,1.09143499,1.11163875,1.08582283,1.11017095,0.76367169,0.7645459,0.75084993,0.75376396,0.98052614,0.98246213,0.95672475,0.97654026,1.00107028,1.00392437,0.99643239,0.9982162,0.87836452,0.88156883,0.87721097,0.88118431
465,1.0,1.0,1.0,1.0,0.95734761,0.96114661,0.93291314,0.94871352,1.04769305,1.04953861,1.01525012,1.02525498,1.10089967,1.12265118,1.09099191,1.10898531,1.07777381,1.08704959,1.06243311,1.06742776,1.06690592,1.06767496,1.04101512,1.04857729
167,1.0,1.0,1.0,1.0,0.96969435,0.97185288,0.95251252,0.96399586,0.77493929,0.77620204,0.75891209,0.76386595,0.69365676,0.76084728,0.68614053,0.74911741,0.88833393,0.89083125,0.87656083,0.87656083,0.90399897,0.91015124,0.89143809,0.90681876
467,1.0,1.0,1.0,1.0,0.93619409,0.93999309,0.91996201,0.92488344,1.00709082,1.01476445,0.99679456,1.00650801,1.058991,1.07151805,1.03746726,1.06889876,1.07420621,1.07634677,1.06635747,1.07170888,1.04947449,1.05908741,1.04486029,1.0457575
399,1.0,1.0,1.0,1.0,0.93567605,0.93567605,0.9252288,0.92833707,0.956678,0.96114619,0.95483244,0.96027198,0.96799909,0.96822685,0.96002733,0.96788521,1.15233678,1.15768819,1.14698537,1.15447735,1.02473725,1.02973597,1.02281466,1.02832607
420,1.0,1.0,1.0,1.0,0.93558971,0.93904334,0.92445174,0.93101364,1.00048567,1.00543953,0.99640602,1.005051,1.16524314,1.18437536,1.16455985,1.18255324,1.19300749,1.20799144,1.19229397,1.20692116,1.06690592,1.06716227,1.05562676,1.05716483
198,1.0,1.0,1.0,1.0,0.98221378,0.99792782,0.98169573,0.98428596,0.83661972,0.85060709,0.83409422,0.84720738,0.79125384,0.81756064,0.78453479,0.81608017,1.00249732,1.01569747,1.00142704,1.01284338,0.9671879,0.9861574,0.96526532,0.9861574
296,1.0,1.0,1.0,1.0,0.88292178,0.88309446,0.87635987,0.88274909,0.83535697,0.83759106,0.82204954,0.82758621,0.8428425,0.8428425,0.82245758,0.82655734,0.87798787,0.87834463,0.86407421,0.86978238,0.91809792,0.92296847,0.90592156,0.91194565
475,1.0,1.0,1.0,1.0,0.96036954,0.96278708,0.95259886,0.96149197,1.01223895,1.02535211,1.01000486,1.02389509,1.05944653,1.06366018,1.04145314,1.05375242,1.0724224,1.07349269,1.06600071,1.06956832,1.0198667,1.02524994,1.01192002,1.02512176
253,1.0,1.0,1.0,1.0,0.85071663,0.8552927,0.84044207,0.85451563,0.86818844,0.87226809,0.85322972,0.85546382,0.79626466,0.81687735,0.78601526,0.81186653,0.83339279,0.83553336,0.82019265,0.83374955,0.94744937,0.94950013,0.93129967,0.93706742
194,1.0,1.0,1.0,1.0,0.96580901,0.96788119,0.95398031,0.95777931,0.84283633,0.84371054,0.81680427,0.81777562,0.81744676,0.82496299,0.78874843,0.78965949,0.9628969,0.96325366,0.94719943,0.94862647,0.96564983,0.96654704,0.95590874,0.96077929
89,1.0,1.0,1.0,1.0,1.12407184,1.1286479,1.10827146,1.10844414,0.77134531,0.77251093,0.76153473,0.76435163,0.99202824,1.00136659,0.98633413,0.99772236,1.15768819,1.1648234,1.15590439,1.16232608,0.89720584,0.90028198,0.88605486,0.89387337
146,1.0,1.0,1.0,1.0,0.99740977,1.00371266,0.988603,0.98929373,0.80320544,0.80543953,0.79145216,0.79524041,0.89761986,0.91333561,0.89579775,0.90707209,0.95718873,0.95754549,0.94719943,0.95148056,0.95116637,0.95244809,0.93975904,0.94437324
163,1.0,1.0,1.0,1.0,0.93006389,0.9659817,0.92695562,0.95104472,0.7381253,0.75590092,0.73462846,0.74861583,0.7382986,0.76118893,0.72941578,0.7331739,0.88762041,0.90153407,0.88298252,0.89653942,0.88387593,0.90220456,0.87798001,0.88964368
414,1.0,1.0,1.0,1.0,0.92229321,0.92764635,0.91771715,0.9205664,0.99368626,0.99737737,0.98494415,0.9893152,1.08051475,1.08370345,1.07288464,1.07732604,1.17195862,1.17552622,1.1648234,1.16803425,1.0365291,1.03806716,1.03229941,1.03229941
390,1.0,1.0,1.0,1.0,0.83465723,0.84588154,0.8324987,0.83595234,0.9510442,0.95599806,0.94220495,0.95007285,0.95194169,0.95239722,0.941009,0.94362829,1.07777381,1.08169818,1.07527649,1.07741705,1.0060241,1.01332992,0.99897462,1.01230454
147,1.0,1.0,1.0,1.0,1.03367294,1.03600414,1.0061302,1.0061302,0.81223895,0.81515299,0.80806217,0.81000486,0.91641043,0.92233231,0.90536385,0.90946361,0.96860507,0.96931859,0.95861577,0.95861577,0.9533453,0.96359908,0.94655217,0.95988208
305,1.0,1.0,1.0,1.0,0.91236401,0.91737178,0.90562942,0.9106372,0.89868868,0.90082564,0.8863526,0.88878096,0.86391072,0.8672133,0.83737615,0.85582508,0.90866928,0.9093828,0.89261506,0.89796646,0.95026916,0.95052551,0.94091259,0.94398872
286,1.0,1.0,1.0,1.0,0.83707477,0.83707477,0.83707477,0.83707477,0.84225352,0.84225352,0.84225352,0.84225352,0.76198611,0.76198611,0.76198611,0.76198611,0.76846236,0.76846236,0.76846236,0.76846236,0.93219687,0.93219687,0.93219687,0.93219687
123,1.0,1.0,1.0,1.0,1.08521844,1.08919012,1.06864099,1.08694526,0.78280719,0.7867897,0.76677999,0.78455561,0.90673044,0.90866644,0.86789659,0.90479444,1.00499465,1.00642169,0.9882269,1.00285408,0.86862343,0.87413484,0.85273007,0.87298129
394,1.0,1.0,1.0,1.0,0.91564497,0.91650838,0.90148506,0.90148506,0.94919864,0.95347256,0.94434191,0.94949004,0.96048286,0.96572144,0.94055347,0.94283111,1.15947199,1.17802355,1.15483411,1.17731002,1.00307613,1.00653679,0.996283,1.003717
96,1.0,1.0,1.0,1.0,1.13780003,1.13926783,1.13192886,1.13849076,0.77727052,0.7811559,0.77464789,0.77872754,1.03575903,1.04691949,1.03154538,1.04418631,1.11237959,1.11559044,1.1041741,1.10667142,0.89156627,0.89438605,0.88182517,0.89054089
143,1.0,1.0,1.0,1.0,0.98981178,1.01623208,0.9778104,1.01381454,0.79708596,0.79825158,0.78844099,0.79096649,0.89818927,0.90365562,0.88600387,0.88907869,0.97609704,0.98251873,0.97003211,0.98109169,0.96475263,0.97513458,0.96167649,0.96808511
239,1.0,1.0,1.0,1.0,0.91547228,0.94560525,0.91357279,0.94033846,0.88693541,0.91228752,0.88683827,0.91044196,0.94123676,0.95376381,0.93417606,0.94750028,0.87192294,0.88084196,0.87192294,0.87727435,0.97821072,1.00217893,0.97769803,1.00025634
272,1.0,1.0,1.0,1.0,0.82032464,0.82628216,0.80331549,0.80409256,0.72792618,0.76085478,0.6922778,0.75182127,0.69582052,0.70663933,0.68841818,0.69354288,0.7563325,0.76560828,0.7445594,0.76382447,0.86862343,0.89771853,0.84978211,0.89656498
97,1.0,1.0,1.0,1.0,1.1248489,1.13495079,1.12156795,1.13305129,0.76823701,0.77697912,0.76677999,0.77600777,1.01719622,1.04202255,1.01719622,1.04031431,1.10310382,1.10952551,1.09775241,1.1023903,0.88028711,0.89207895,0.87823635,0.8886183
495,1.0,1.0,1.0,1.0,1.00405802,1.00595752,0.99844586,1.00457607,1.01719281,1.0213696,1.00971345,1.02107819,0.98849789,1.0051247,0.9795012,1.00091106,1.01141634,1.01926507,1.00927578,1.01641099,0.99846193,1.00051269,0.9893617,1.0
122,1.0,1.0,1.0,1.0,1.08789501,1.08988085,1.07796581,1.07874288,0.78193298,0.78863526,0.77707625,0.77727052,0.91367726,0.9281403,0.91242455,0.91743537,1.00035676,1.01212986,0.99536211,1.00249732,0.87310946,0.87310946,0.86336837,0.86580364
183,1.0,1.0,1.0,1.0,0.95233984,0.96304611,0.93878432,0.95121741,0.79864012,0.80009713,0.78076736,0.78562409,0.6715636,0.68420453,0.6645029,0.67042478,0.8740635,0.87513379,0.85943632,0.86443097,0.89284799,0.89284799,0.87490387,0.88849013
202,1.0,1.0,1.0,1.0,0.98903471,1.00621654,0.98419962,0.99637368,0.85526955,0.86304031,0.85293832,0.86109762,0.90468056,0.94283111,0.89112857,0.93508712,1.02033535,1.0217624,1.00856225,1.01498395,0.99359139,1.00205076,0.98769546,1.00012817
246,1.0,1.0,1.0,1.0,0.92661026,0.9385253,0.92540149,0.93748921,0.92549781,0.93268577,0.92277805,0.9246236,0.93019018,0.94647534,0.9281403,0.94465323,0.88191224,0.88833393,0.88119872,0.8840528,1.00422968,1.01499615,1.00294796,1.01345809
304,1.0,1.0,1.0,1.0,0.91633569,0.92445174,0.91434985,0.91935762,0.89519184,0.90276833,0.89295775,0.89966003,0.87188247,0.89944198,0.8672133,0.89010363,0.91223689,0.92508027,0.91116661,0.92400999,0.9473212,0.95065368,0.93270956,0.93501666
297,1.0,1.0,1.0,1.0,0.88516664,0.88853393,0.87877741,0.87989984,0.84516756,0.85235551,0.83380282,0.83642545,0.83532627,0.84751167,0.83008769,0.8428425,0.87691759,0.87870139,0.87156618,0.8740635,0.91630351,0.91925147,0.90938221,0.91771341
349,1.0,1.0,1.0,1.0,0.86694871,0.86971162,0.85166638,0.86064583,0.96522584,0.97455075,0.9623118,0.96949976,0.8922674,0.89807539,0.87461565,0.87677941,1.00071352,1.0017838,0.99215127,1.00035676,1.01256088,1.01768777,1.01089464,1.01768777
299,1.0,1.0,1.0,1.0,0.91495424,0.91788983,0.9030392,0.90321188,0.85643516,0.85944633,0.83924235,0.84215639,0.83703451,0.83885662,0.81835782,0.82006605,0.90973956,0.90973956,0.89475562,0.8958259,0.92758267,0.9334786,0.91655986,0.91873878
393,1.0,1.0,1.0,1.0,0.89975825,0.90269384,0.89518218,0.89958556,0.95055852,0.95726081,0.94443905,0.95580379,0.93930076,0.95000569,0.93315112,0.94943628,1.19193721,1.19514806,1.14912594,1.15340706,1.00038452,1.01704691,0.99974366,1.01563702
318,1.0,1.0,1.0,1.0,0.96736315,0.96995338,0.95665688,0.95665688,0.91821272,0.91889267,0.91005342,0.91131617,0.90695821,0.90786926,0.89397563,0.8967088,1.00249732,1.00321085,0.99179451,0.99536211,1.02166111,1.0244809,1.01140733,1.0129454
125,1.0,1.0,1.0,1.0,1.03669487,1.07114488,1.0293559,1.06933172,0.78164157,0.79329772,0.78105877,0.78426421,0.90012527,0.92460995,0.90012527,0.92164901,0.97609704,1.00249732,0.97324295,0.99322155,0.85939503,0.87080236,0.85901051,0.86708536
301,1.0,1.0,1.0,1.0,0.91452253,0.91953031,0.90821965,0.91814885,0.90743079,0.95191841,0.90441962,0.95191841,0.86835212,0.86892154,0.85081426,0.8537752,0.93721013,0.9429183,0.93007492,0.93435605,0.94565496,0.94975647,0.93732376,0.94206614
223,1.0,1.0,1.0,1.0,1.01908133,1.02944224,1.01813158,1.02926956,0.89140359,0.89849441,0.89062652,0.89655172,0.93053183,0.94146453,0.92039631,0.92142125,0.94577239,0.94826971,0.94398858,0.94434534,1.01973853,1.02653166,1.01973853,1.02255832
416,1.0,1.0,1.0,1.0,0.91607667,0.92013469,0.91210499,0.91227767,0.99378339,0.99660029,0.98601263,0.98746965,1.10682155,1.10693543,1.09338344,1.09486391,1.14734213,1.15804495,1.14163396,1.15804495,1.03691361,1.04075878,1.03447834,1.03755447
219,1.0,1.0,1.0,1.0,1.0255569,1.03393196,1.00811604,1.01571404,0.89130646,0.89490044,0.886644,0.88897523,0.88680105,0.90137798,0.88144858,0.88896481,0.95825901,0.96432394,0.95611844,0.95968605,1.02730069,1.03832351,1.02345552,1.03306844
129,1.0,1.0,1.0,1.0,1.09497496,1.09782421,1.08426869,1.08547747,0.79766877,0.79961146,0.79368626,0.79844585,0.91937137,0.9281403,0.91344949,0.92130737,0.99607563,1.00499465,0.99464859,1.00249732,0.89746219,0.90079467,0.8932325,0.89887208
418,1.0,1.0,1.0,1.0,0.93015023,0.93248144,0.92229321,0.92989121,1.00602234,1.01175328,0.99990287,1.00524526,1.13028129,1.13506434,1.11570436,1.11570436,1.16446664,1.17124509,1.16054228,1.16054228,1.05101256,1.05280697,1.04460395,1.04550115
482,1.0,1.0,1.0,1.0,0.94206527,0.95000863,0.93463996,0.94974961,0.99028655,0.99582322,0.97289947,0.9758135,1.03621455,1.04088373,1.02004328,1.02550962,1.00392437,1.00713521,0.9982162,0.99857296,0.99089977,0.99461676,0.98115868,0.98218406
365,1.0,1.0,1.0,1.0,0.82110171,0.83379382,0.82049732,0.82887239,0.95182127,0.9592035,0.93997086,0.9431763,0.88998975,0.89727821,0.8864594,0.88714269,1.01819479,1.02925437,1.01641099,1.02247592,0.99128429,1.0046142,0.99102794,1.00358882
374,1.0,1.0,1.0,1.0,0.82792264,0.83293041,0.82308755,0.824469,0.92588635,0.94356484,0.92277805,0.92316659,0.90707209,0.91162738,0.90103633,0.90103633,1.04851944,1.05351409,1.04067071,1.04067071,0.95462702,0.97334017,0.94975647,0.95488336
290,1.0,1.0,1.0,1.0,0.87635987,0.87817303,0.86729408,0.86841651,0.84711025,0.8596406,0.83389995,0.8596406,0.80879171,0.82667122,0.8024143,0.81209429,0.78879772,0.79022476,0.78237603,0.78558687,0.9473212,0.95488336,0.94027173,0.95462702
353,1.0,1.0,1.0,1.0,0.84372302,0.84475911,0.83431186,0.84268693,0.9729966,0.9729966,0.96328315,0.97115104,0.88030976,0.88543446,0.87188247,0.87290741,0.99892972,0.99892972,0.9864431,0.98787014,1.02473725,1.02473725,1.01166368,1.01602153
472,1.0,1.0,1.0,1.0,0.95026766,0.95441202,0.94681402,0.94733207,1.02010685,1.03739679,1.01719281,1.03147159,1.06354629,1.0852978,1.05534677,1.0801731,1.04102747,1.05101677,1.03960043,1.05066001,1.03588823,1.04460395,1.03217124,1.04011792
364,1.0,1.0,1.0,1.0,0.82308755,0.83448454,0.82282853,0.83422552,0.92841185,0.9459932,0.92627489,0.94463332,0.87689329,0.89340622,0.87097142,0.89340622,0.99607563,0.99607563,0.98465929,0.98929718,0.98679826,1.00397334,0.9847475,1.00384517
430,1.0,1.0,1.0,1.0,0.98040062,0.98419962,0.97081678,0.98299085,1.04691598,1.0511899,1.02768334,1.0348713,1.20715181,1.20931557,1.16399043,1.16683749,1.19265073,1.1965751,1.18052087,1.18551552,1.06664958,1.06703409,1.05447321,1.06280441
112,1.0,1.0,1.0,1.0,1.09307546,1.10360905,1.09134864,1.1026593,0.77416221,0.77649344,0.7679456,0.77134531,0.97642638,0.98622025,0.96993509,0.98519531,1.05850874,1.06921156,1.05743846,1.06564395,0.88041528,0.8886183,0.87772366,0.88784927
179,1.0,1.0,1.0,1.0,0.99292005,0.99723709,0.9702124,0.9778104,0.81505585,0.82923749,0.80971345,0.82632346,0.68238242,0.68716547,0.66290855,0.6766883,0.89261506,0.8940421,0.87442026,0.89332858,0.90028198,0.9052807,0.89259164,0.90169187
452,1.0,1.0,1.0,1.0,1.00673459,1.00941116,1.00397168,1.00854775,1.0590578,1.06041768,1.04545896,1.0540068,1.18369206,1.18369206,1.17014008,1.18095889,1.14555833,1.14912594,1.1412772,1.14413129,1.05549859,1.05793386,1.04562933,1.05126891
338,1.0,1.0,1.0,1.0,0.79873942,0.80789156,0.79830772,0.80711449,0.93346285,0.94473045,0.93288004,0.935017,0.90878032,0.91652431,0.90433891,0.90456668,0.87620407,0.89297182,0.87549055,0.89261506,0.9907716,1.01679057,0.99064342,1.01435529
329,1.0,1.0,1.0,1.0,0.81877051,0.84510447,0.81376274,0.84277327,0.90956775,0.92986887,0.90480816,0.92083536,0.87006036,0.88714269,0.86653001,0.88429564,0.86550125,0.93685337,0.85800928,0.92472351,0.99564214,1.01602153,0.99461676,1.00422968
