Action_Cash,Action_TSM,Action_MRVL,Action_NVDA,Action_RTX,Action_GM,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_TSM_close_L1,State_TSM_high_L1,State_TSM_low_L1,State_TSM_open_L1,State_MRVL_close_L1,State_MRVL_high_L1,State_MRVL_low_L1,State_MRVL_open_L1,State_NVDA_close_L1,State_NVDA_high_L1,State_NVDA_low_L1,State_NVDA_open_L1,State_RTX_close_L1,State_RTX_high_L1,State_RTX_low_L1,State_RTX_open_L1,State_GM_close_L1,State_GM_high_L1,State_GM_low_L1,State_GM_open_L1,Wealth,Return,Price_Cash,Price_TSM,Price_MRVL,Price_NVDA,Price_RTX,Price_GM
0.16657323,0.16666871,0.16666432,0.16671076,0.16673909,0.16664389,1.0,1.0,1.0,1.0,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,9780.004532270452,0.0029540159165176,1.000,1.018,1.000,1.000,1.000,1.000
0.16657297,0.16666973,0.16666412,0.16670923,0.16674127,0.16664265,1.0,1.0,1.0,1.0,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,9683.196129032503,-0.0099479220583738,1.000,0.941,1.000,1.000,1.000,1.000
0.16657345,0.16666949,0.16666509,0.16670816,0.16674198,0.16664188,1.0,1.0,1.0,1.0,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,9714.303576704702,0.0032073694869467,1.000,1.019,1.000,1.000,1.000,1.000
0.16657324,0.16666903,0.16666608,0.16670702,0.16674252,0.16664205,1.0,1.0,1.0,1.0,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,9713.22285818589,-0.0001112564199613,1.000,0.999,1.000,1.000,1.000,1.000
0.16657339,0.16666846,0.16666627,0.16670711,0.16674186,0.16664289,1.0,1.0,1.0,1.0,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,9669.861256457183,-0.0044741769480576,1.000,0.973,1.000,1.000,1.000,1.000
0.16657399,0.16666879,0.1666654,0.1667078,0.1667415,0.16664247,1.0,1.0,1.0,1.0,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,9725.90780638858,0.0057792713190008,1.000,1.035,1.000,1.000,1.000,1.000
0.16657437,0.1666688,0.16666497,0.16670781,0.16674174,0.16664232,1.0,1.0,1.0,1.0,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824,9689.755130096077,-0.0037240776370581,1.000,0.978,1.000,1.000,1.000,1.000
0.16657369,0.16666889,0.1666654,0.16670793,0.16674122,0.1666429,1.0,1.0,1.0,1.0,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824,0.84660453,0.84818763,0.81986779,0.84818763,9789.545405852225,0.0102458657127304,1.000,1.062,1.000,1.000,1.000,1.000
0.16657406,0.16666904,0.16666485,0.16670808,0.16674125,0.16664267,1.0,1.0,1.0,1.0,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824,0.84660453,0.84818763,0.81986779,0.84818763,0.82778345,0.84695651,0.82285822,0.84695651,9781.17464990738,-0.0008554367372738,1.000,0.995,1.000,1.000,1.000,1.000
0.16657417,0.16666897,0.16666478,0.16670837,0.16674137,0.16664225,1.0,1.0,1.0,1.0,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824,0.84660453,0.84818763,0.81986779,0.84818763,0.82778345,0.84695651,0.82285822,0.84695651,0.87897026,0.88125691,0.85328887,0.88125691,9799.191166836166,0.0018402640871908,1.000,1.011,1.000,1.000,1.000,1.000
